序号,时间(s),电压(V)
1,0.02400000,-1.080000
2,0.02800000,-2.760000
3,0.03200000,-2.360000
4,0.03600000,-3.960000
5,0.04000000,-1.600000
6,0.04400000,-3.360000
7,0.04800000,-0.600000
8,0.05200000,-3.040000
9,0.05600000,-2.040000
10,0.06000000,-3.840000
11,0.06400000,-0.880000
12,0.06800000,-2.360000
13,0.07200000,-1.880000
14,0.07600000,-3.920000
15,0.08000000,-1.480000
16,0.08400000,-3.040000
17,0.08800000,-0.680000
18,0.09200000,-3.000000
19,0.09600000,-1.760000
20,0.10000000,-3.840000
21,0.10400000,-0.880000
22,0.10800000,-2.520000
23,0.11200000,-2.000000
24,0.11600000,-3.760000
25,0.12000000,-1.040000
26,0.12400000,-3.520000
27,0.12800000,-0.960000
28,0.13200000,-3.000000
29,0.13600000,-1.800000
30,0.14000000,-4.080000
31,0.14400000,-0.760000
32,0.14800000,-2.320000
33,0.15200000,-2.280000
34,0.15600000,-3.800000
35,0.16000000,-1.400000
36,0.16400000,-3.480000
37,0.16800000,-1.040000
38,0.17200000,-3.120000
39,0.17600000,-1.960000
40,0.18000000,-3.800000
41,0.18400000,-0.680000
42,0.18800000,-2.080000
43,0.19200000,-2.440000
44,0.19600000,-3.800000
45,0.20000000,-1.040000
46,0.20400000,-3.080000
47,0.20800000,-0.600000
48,0.21200000,-3.000000
49,0.21600000,-1.880000
50,0.22000000,-3.920000
51,0.22400000,-0.720000
52,0.22800000,-2.600000
53,0.23200000,-2.080000
54,0.23600000,-4.080000
55,0.24000000,-0.720000
56,0.24400000,-3.440000
57,0.24800000,-0.520000
58,0.25200000,-2.920000
59,0.25600000,-2.120000
60,0.26000000,-3.880000
61,0.26400000,-0.600000
62,0.26800000,-2.880000
63,0.27200000,-2.320000
64,0.27600000,-3.800000
65,0.28000000,-1.160000
66,0.28400000,-3.360000
67,0.28800000,-0.520000
68,0.29200000,-2.960000
69,0.29600000,-2.120000
70,0.30000000,-3.920000
71,0.30400000,-0.800000
72,0.30800000,-2.600000
73,0.31200000,-2.440000
74,0.31600000,-3.920000
75,0.32000000,-1.040000
76,0.32400000,-3.520000
77,0.32800000,-1.040000
78,0.33200000,-3.040000
79,0.33600000,-1.800000
80,0.34000000,-4.080000
81,0.34400000,-0.640000
82,0.34800000,-2.560000
83,0.35200000,-1.880000
84,0.35600000,-4.080000
85,0.36000000,-1.040000
86,0.36400000,-3.080000
87,0.36800000,-0.640000
88,0.37200000,-3.000000
89,0.37600000,-1.800000
90,0.38000000,-3.720000
91,0.38400000,-0.640000
92,0.38800000,-2.040000
93,0.39200000,-2.480000
94,0.39600000,-4.080000
95,0.40000000,-1.160000
96,0.40400000,-3.360000
97,0.40800000,-0.640000
98,0.41200000,-3.040000
99,0.41600000,-1.920000
100,0.42000000,-4.040000
101,0.42400000,-1.040000
102,0.42800000,-2.560000
103,0.43200000,-2.040000
104,0.43600000,-4.000000
105,0.44000000,-1.320000
106,0.44400000,-3.400000
107,0.44800000,-0.680000
108,0.45200000,-2.760000
109,0.45600000,-1.680000
110,0.46000000,-4.080000
111,0.46400000,-1.080000
112,0.46800000,-2.440000
113,0.47200000,-2.520000
114,0.47600000,-3.600000
115,0.48000000,-2.120000
116,0.48400000,-2.840000
117,0.48800000,-1.960000
118,0.49200000,-2.680000
119,0.49600000,-2.160000
120,0.50000000,-2.600000
121,0.50400000,-2.200000
122,0.50800000,-2.920000
123,0.51200000,-2.320000
124,0.51600000,-2.680000
125,0.52000000,-2.160000
126,0.52400000,-2.560000
127,0.52800000,-2.200000
128,0.53200000,-2.560000
129,0.53600000,-2.280000
130,0.54000000,-2.680000
131,0.54400000,-1.960000
132,0.54800000,-2.560000
133,0.55200000,-2.280000
134,0.55600000,-2.680000
135,0.56000000,-2.160000
136,0.56400000,-2.600000
137,0.56800000,-2.280000
138,0.57200000,-2.640000
139,0.57600000,-2.400000
140,0.58000000,-2.640000
141,0.58400000,-2.040000
142,0.58800000,-2.680000
143,0.59200000,-2.400000
144,0.59600000,-2.640000
145,0.60000000,-2.160000
146,0.60400000,-2.720000
147,0.60800000,-2.160000
148,0.61200000,-2.560000
149,0.61600000,-1.960000
150,0.62000000,-2.680000
151,0.62400000,-2.120000
152,0.62800000,-2.520000
153,0.63200000,-2.160000
154,0.63600000,-2.640000
155,0.64000000,-2.160000
156,0.64400000,-2.720000
157,0.64800000,-2.160000
158,0.65200000,-2.560000
159,0.65600000,-2.280000
160,0.66000000,-2.800000
161,0.66400000,-2.120000
162,0.66800000,-2.560000
163,0.67200000,-2.240000
164,0.67600000,-2.760000
165,0.68000000,-2.120000
166,0.68400000,-2.600000
167,0.68800000,-2.160000
168,0.69200000,-2.680000
169,0.69600000,-2.040000
170,0.70000000,-2.640000
171,0.70400000,-2.160000
172,0.70800000,-2.800000
173,0.71200000,-2.360000
174,0.71600000,-2.680000
175,0.72000000,-2.160000
176,0.72400000,-2.520000
177,0.72800000,-1.960000
178,0.73200000,-2.480000
179,0.73600000,-2.040000
180,0.74000000,-2.920000
181,0.74400000,-1.960000
182,0.74800000,-2.480000
183,0.75200000,-2.400000
184,0.75600000,-2.760000
185,0.76000000,-2.240000
186,0.76400000,-2.840000
187,0.76800000,-2.240000
188,0.77200000,-2.600000
189,0.77600000,-2.240000
190,0.78000000,-2.560000
191,0.78400000,-2.080000
192,0.78800000,-2.640000
193,0.79200000,-2.200000
194,0.79600000,-2.680000
195,0.80000000,-2.240000
196,0.80400000,-2.640000
197,0.80800000,-2.040000
198,0.81200000,-2.640000
199,0.81600000,-2.280000
200,0.82000000,-2.920000
201,0.82400000,-2.240000
202,0.82800000,-2.560000
203,0.83200000,-2.320000
204,0.83600000,-2.960000
205,0.84000000,-2.200000
206,0.84400000,-2.800000
207,0.84800000,-2.080000
208,0.85200000,-2.560000
209,0.85600000,-2.360000
210,0.86000000,-2.720000
211,0.86400000,-2.160000
212,0.86800000,-2.520000
213,0.87200000,-1.960000
214,0.87600000,-2.760000
215,0.88000000,-2.120000
216,0.88400000,-2.640000
217,0.88800000,-2.240000
218,0.89200000,-2.720000
219,0.89600000,-2.160000
220,0.90000000,-2.760000
221,0.90400000,-2.240000
222,0.90800000,-2.600000
223,0.91200000,-2.280000
224,0.91600000,-2.720000
225,0.92000000,-2.040000
226,0.92400000,-2.640000
227,0.92800000,-2.240000
228,0.93200000,-2.640000
229,0.93600000,-1.960000
230,0.94000000,-2.920000
231,0.94400000,-2.200000
232,0.94800000,-2.600000
233,0.95200000,-2.160000
234,0.95600000,-2.680000
235,0.96000000,-2.160000
236,0.96400000,-2.640000
237,0.96800000,-2.120000
238,0.97200000,-2.640000
239,0.97600000,-2.240000
240,0.98000000,-2.720000
241,0.98400000,-2.120000
242,0.98800000,-2.600000
243,0.99200000,-2.240000
244,0.99600000,-2.720000
245,1.00000000,-2.360000
246,1.00400000,-2.760000
247,1.00800000,-2.160000
248,1.01200000,-2.600000
249,1.01600000,-2.080000
250,1.02000000,-2.720000
251,1.02400000,-1.840000
252,1.02800000,-2.560000
253,1.03200000,-2.040000
254,1.03600000,-2.640000
255,1.04000000,-2.120000
256,1.04400000,-2.640000
257,1.04800000,-2.160000
258,1.05200000,-2.840000
259,1.05600000,-2.360000
260,1.06000000,-2.840000
261,1.06400000,-2.160000
262,1.06800000,-2.480000
263,1.07200000,-2.320000
264,1.07600000,-2.720000
265,1.08000000,-2.240000
266,1.08400000,-2.560000
267,1.08800000,-2.160000
268,1.09200000,-2.680000
269,1.09600000,-2.200000
270,1.10000000,-2.800000
271,1.10400000,-2.160000
272,1.10800000,-2.560000
273,1.11200000,-1.920000
274,1.11600000,-2.560000
275,1.12000000,-2.280000
276,1.12400000,-2.680000
277,1.12800000,-2.000000
278,1.13200000,-2.840000
279,1.13600000,-2.160000
280,1.14000000,-2.600000
281,1.14400000,-1.800000
282,1.14800000,-2.520000
283,1.15200000,-2.160000
284,1.15600000,-2.720000
285,1.16000000,-1.960000
286,1.16400000,-2.760000
287,1.16800000,-2.160000
288,1.17200000,-2.920000
289,1.17600000,-2.360000
290,1.18000000,-2.840000
291,1.18400000,-2.000000
292,1.18800000,-2.520000
293,1.19200000,-2.400000
294,1.19600000,-2.560000
295,1.20000000,-1.960000
296,1.20400000,-2.560000
297,1.20800000,-2.080000
298,1.21200000,-2.920000
299,1.21600000,-2.160000
300,1.22000000,-2.880000
301,1.22400000,-2.160000
302,1.22800000,-2.520000
303,1.23200000,-2.200000
304,1.23600000,-2.800000
305,1.24000000,-2.120000
306,1.24400000,-2.640000
307,1.24800000,-2.200000
308,1.25200000,-2.600000
309,1.25600000,-2.400000
310,1.26000000,-2.760000
311,1.26400000,-2.240000
312,1.26800000,-2.560000
313,1.27200000,-1.880000
314,1.27600000,-2.760000
315,1.28000000,-2.240000
316,1.28400000,-2.480000
317,1.28800000,-2.080000
318,1.29200000,-2.560000
319,1.29600000,-2.320000
320,1.30000000,-2.800000
321,1.30400000,-2.280000
322,1.30800000,-2.480000
323,1.31200000,-2.240000
324,1.31600000,-2.600000
325,1.32000000,-2.280000
326,1.32400000,-2.600000
327,1.32800000,-2.120000
328,1.33200000,-2.560000
329,1.33600000,-2.200000
330,1.34000000,-2.840000
331,1.34400000,-2.160000
332,1.34800000,-2.400000
333,1.35200000,-2.320000
334,1.35600000,-2.640000
335,1.36000000,-2.160000
336,1.36400000,-2.680000
337,1.36800000,-2.160000
338,1.37200000,-2.920000
339,1.37600000,-2.360000
340,1.38000000,-2.840000
341,1.38400000,-2.160000
342,1.38800000,-2.560000
343,1.39200000,-2.160000
344,1.39600000,-2.680000
345,1.40000000,-2.160000
346,1.40400000,-2.760000
347,1.40800000,-2.080000
348,1.41200000,-2.560000
349,1.41600000,-2.360000
350,1.42000000,-2.760000
351,1.42400000,-2.240000
352,1.42800000,-2.600000
353,1.43200000,-2.360000
354,1.43600000,-2.880000
355,1.44000000,-2.160000
356,1.44400000,-2.800000
357,1.44800000,-2.160000
358,1.45200000,-2.600000
359,1.45600000,-2.160000
360,1.46000000,-2.800000
361,1.46400000,-2.160000
362,1.46800000,-2.600000
363,1.47200000,-2.080000
364,1.47600000,-2.720000
365,1.48000000,-2.240000
366,1.48400000,-2.640000
367,1.48800000,-2.040000
368,1.49200000,-2.600000
369,1.49600000,-2.040000
370,1.50000000,-2.800000
371,1.50400000,-2.160000
372,1.50800000,-2.800000
373,1.51200000,-2.160000
374,1.51600000,-2.760000
375,1.52000000,-2.160000
376,1.52400000,-2.600000
377,1.52800000,-2.120000
378,1.53200000,-2.920000
379,1.53600000,-2.040000
380,1.54000000,-2.720000
381,1.54400000,-2.120000
382,1.54800000,-2.440000
383,1.55200000,-2.160000
384,1.55600000,-2.680000
385,1.56000000,-2.200000
386,1.56400000,-2.560000
387,1.56800000,-2.040000
388,1.57200000,-2.560000
389,1.57600000,-2.160000
390,1.58000000,-2.680000
391,1.58400000,-2.080000
392,1.58800000,-2.480000
393,1.59200000,-2.240000
394,1.59600000,-2.800000
395,1.60000000,-2.280000
396,1.60400000,-2.560000
397,1.60800000,-2.120000
398,1.61200000,-2.600000
399,1.61600000,-2.240000
400,1.62000000,-2.640000
401,1.62400000,-2.160000
402,1.62800000,-2.480000
403,1.63200000,-2.160000
404,1.63600000,-2.640000
405,1.64000000,-2.240000
406,1.64400000,-2.840000
407,1.64800000,-2.040000
408,1.65200000,-2.680000
409,1.65600000,-2.120000
410,1.66000000,-2.640000
411,1.66400000,-2.080000
412,1.66800000,-2.560000
413,1.67200000,-2.240000
414,1.67600000,-2.680000
415,1.68000000,-2.080000
416,1.68400000,-2.840000
417,1.68800000,-1.880000
418,1.69200000,-2.560000
419,1.69600000,-2.320000
420,1.70000000,-3.360000
421,1.70400000,-1.520000
422,1.70800000,-2.560000
423,1.71200000,-2.040000
424,1.71600000,-4.080000
425,1.72000000,-1.640000
426,1.72400000,-3.680000
427,1.72800000,-1.040000
428,1.73200000,-2.960000
429,1.73600000,-2.120000
430,1.74000000,-3.920000
431,1.74400000,-1.240000
432,1.74800000,-2.320000
433,1.75200000,-2.200000
434,1.75600000,-3.600000
435,1.76000000,-1.680000
436,1.76400000,-3.520000
437,1.76800000,-0.960000
438,1.77200000,-2.600000
439,1.77600000,-2.200000
440,1.78000000,-3.760000
441,1.78400000,-0.640000
442,1.78800000,-2.160000
443,1.79200000,-1.800000
444,1.79600000,-3.840000
445,1.80000000,-1.560000
446,1.80400000,-3.840000
447,1.80800000,-1.040000
448,1.81200000,-2.760000
449,1.81600000,-2.400000
450,1.82000000,-4.240000
451,1.82400000,-0.960000
452,1.82800000,-2.200000
453,1.83200000,-2.040000
454,1.83600000,-4.480000
455,1.84000000,-1.600000
456,1.84400000,-3.720000
457,1.84800000,-1.280000
458,1.85200000,-2.640000
459,1.85600000,-2.520000
460,1.86000000,-4.360000
461,1.86400000,-0.960000
462,1.86800000,-2.240000
463,1.87200000,-2.320000
464,1.87600000,-4.080000
465,1.88000000,-1.760000
466,1.88400000,-3.840000
467,1.88800000,-1.000000
468,1.89200000,-2.840000
469,1.89600000,-2.120000
470,1.90000000,-4.160000
471,1.90400000,-1.000000
472,1.90800000,-2.280000
473,1.91200000,-2.080000
474,1.91600000,-4.040000
475,1.92000000,-1.800000
476,1.92400000,-4.200000
477,1.92800000,-1.040000
478,1.93200000,-2.920000
479,1.93600000,-2.400000
480,1.94000000,-4.080000
481,1.94400000,-0.880000
482,1.94800000,-2.400000
483,1.95200000,-2.080000
484,1.95600000,-4.080000
485,1.96000000,-1.640000
486,1.96400000,-4.040000
487,1.96800000,-1.040000
488,1.97200000,-3.280000
489,1.97600000,-2.480000
490,1.98000000,-3.880000
491,1.98400000,-1.080000
492,1.98800000,-2.160000
493,1.99200000,-2.080000
494,1.99600000,-3.920000
495,2.00000000,-1.800000
496,2.00400000,-3.720000
497,2.00800000,-0.720000
498,2.01200000,-2.800000
499,2.01600000,-2.440000
500,2.02000000,-4.160000
501,2.02400000,-0.800000
502,2.02800000,-2.120000
503,2.03200000,-1.640000
504,2.03600000,-3.880000
505,2.04000000,-1.760000
506,2.04400000,-4.240000
507,2.04800000,-0.800000
508,2.05200000,-2.720000
509,2.05600000,-2.520000
510,2.06000000,-4.160000
511,2.06400000,-0.680000
512,2.06800000,-2.160000
513,2.07200000,-2.160000
514,2.07600000,-4.000000
515,2.08000000,-1.560000
516,2.08400000,-3.800000
517,2.08800000,-0.680000
518,2.09200000,-3.040000
519,2.09600000,-2.560000
520,2.10000000,-4.000000
521,2.10400000,-0.880000
522,2.10800000,-2.440000
523,2.11200000,-1.960000
524,2.11600000,-3.960000
525,2.12000000,-1.760000
526,2.12400000,-4.120000
527,2.12800000,-0.920000
528,2.13200000,-3.320000
529,2.13600000,-2.400000
530,2.14000000,-4.040000
531,2.14400000,-0.640000
532,2.14800000,-2.160000
533,2.15200000,-1.760000
534,2.15600000,-4.080000
535,2.16000000,-1.840000
536,2.16400000,-3.680000
537,2.16800000,-0.800000
538,2.17200000,-3.200000
539,2.17600000,-2.160000
540,2.18000000,-4.000000
541,2.18400000,-0.720000
542,2.18800000,-2.440000
543,2.19200000,-1.720000
544,2.19600000,-3.960000
545,2.20000000,-1.680000
546,2.20400000,-3.880000
547,2.20800000,-0.720000
548,2.21200000,-3.320000
549,2.21600000,-2.480000
550,2.22000000,-3.960000
551,2.22400000,-0.680000
552,2.22800000,-2.280000
553,2.23200000,-1.200000
554,2.23600000,-3.840000
555,2.24000000,-1.560000
556,2.24400000,-4.120000
557,2.24800000,-0.720000
558,2.25200000,-3.000000
559,2.25600000,-2.160000
560,2.26000000,-4.000000
561,2.26400000,-1.040000
562,2.26800000,-2.200000
563,2.27200000,-1.880000
564,2.27600000,-3.920000
565,2.28000000,-1.800000
566,2.28400000,-4.120000
567,2.28800000,-0.600000
568,2.29200000,-3.120000
569,2.29600000,-2.760000
570,2.30000000,-3.760000
571,2.30400000,-0.880000
572,2.30800000,-2.400000
573,2.31200000,-1.400000
574,2.31600000,-3.560000
575,2.32000000,-1.720000
576,2.32400000,-4.080000
577,2.32800000,-0.800000
578,2.33200000,-2.920000
579,2.33600000,-2.360000
580,2.34000000,-4.040000
581,2.34400000,-0.920000
582,2.34800000,-2.560000
583,2.35200000,-1.440000
584,2.35600000,-3.760000
585,2.36000000,-1.320000
586,2.36400000,-3.760000
587,2.36800000,-0.720000
588,2.37200000,-2.960000
589,2.37600000,-2.400000
590,2.38000000,-3.840000
591,2.38400000,-0.360000
592,2.38800000,-2.800000
593,2.39200000,-1.800000
594,2.39600000,-3.640000
